"Name","Major.capsid","Minor.capsid","Baseplate","Major.tail","Minor.tail","Portal","Tail.fiber","Tail.shaft","Collar","HTJ","Other","Confidence","PhageRBPdetect_prediction","PhageRBDdetect_score","ESM_based_label","ESM_based_fiber_prediction"
"lcl|MZ501087.1_prot_QXV81833.1_6",2.12,0.66,0.66,0.66,0.16,1.52,0.27,0.2,0.12,0.84,2.79,0.96,0,5.994895e-05," other",0
"lcl|MZ501087.1_prot_QXV81834.1_7",0.16,0.45,1.01,4.8,0.66,0.15,1,0.53,0.43,0.26,0.55,0.8,0,1.6037826e-05," other",0
"lcl|MZ501087.1_prot_QXV81835.1_8",0.07,0.36,0.04,0.13,0.22,0.15,0.28,0.13,0.05,0.1,8.46,0.99,0,3.6773923e-05," other",0
"lcl|MZ501087.1_prot_QXV81836.1_9",0,0,0,0,0,0.01,0,0,0.01,0,9.98,1,0,4.411903e-07," other",0
"lcl|MZ501087.1_prot_QXV81837.1_10",0,0.02,0,0,0.02,0.02,0.02,0,0.01,0,9.9,1,0,2.5860474e-05," other",0
"lcl|MZ501087.1_prot_QXV81838.1_11",6.01,0.54,0.56,0.21,0.36,0.89,0.17,0.11,0.13,0.45,0.58,0.95,0,8.844812e-05," major_capsid",0
"lcl|MZ501087.1_prot_QXV81839.1_12",0.03,0.26,0.05,0.13,0.07,0.11,0.11,0.04,0.14,0.24,8.83,1,0,0.00019707151," other",0
"lcl|MZ501087.1_prot_QXV81840.1_13",0.02,0.11,0.05,0.03,0.18,1.3,0.18,0.03,0.09,0.57,7.45,0.99,0,1.2052882e-05," other",0
"lcl|MZ501087.1_prot_QXV81841.1_14",0.15,0.32,0.8,3,0.7,0.96,0.59,0.26,0.45,0.75,2.01,0.62,0,8.42746e-05," other",0
"lcl|MZ501087.1_prot_QXV81842.1_15",0.51,1.58,1.55,0.22,0.75,0.32,1.89,0.17,0.46,0.67,1.86,0.36,0,4.0361375e-08," other",0
"lcl|MZ501087.1_prot_QXV81843.1_16",0.12,0.19,0.14,0.21,6.09,0.55,0.69,0.07,0.14,0.13,1.68,0.9,0,0.00014502423," other",0
"lcl|MZ501087.1_prot_QXV81844.1_17",0.14,0.18,0.33,7.99,0.23,0.07,0.28,0.08,0.17,0.08,0.45,0.95,0,0.26477617," major_tail",0
"lcl|MZ501087.1_prot_QXV81845.1_18",0.05,0.63,0.07,0.04,0.1,0.04,0.12,0.05,0.02,0.06,8.81,1,0,2.493216e-06," other",0
"lcl|MZ501087.1_prot_QXV81846.1_19",0.12,0.24,0.26,0.35,0.24,0.24,0.2,0.25,0.23,1.77,6.11,0.98,0,2.4597264e-07," other",0
"lcl|MZ501087.1_prot_QXV81847.1_20",0.01,0.03,0.01,0.01,0.08,0.18,0.08,0.01,0.08,0.49,9.04,1,0,9.42513e-06," other",0
"lcl|MZ501087.1_prot_QXV81848.1_21",1.27,2.89,1.26,0.11,0.57,0.88,0.88,0.31,0.39,0.24,1.2,0.09,0,2.9959556e-05," other",0
"lcl|MZ501087.1_prot_QXV81849.1_22",0,0,0.01,0,9.5,0.01,0.02,0,0,0,0.44,0.98,0,1.6264363e-05," minor_tail",0
"lcl|MZ501087.1_prot_QXV81850.1_23",0.07,0.44,0.18,0.74,0.3,0.14,0.3,0.06,0.07,0.56,7.14,0.99,0,3.104881e-05," other",0
"lcl|MZ501087.1_prot_QXV81851.1_24",0.01,0.04,0.12,0.05,9.47,0.01,0.06,0.02,0.02,0.01,0.19,0.98,0,0.005174803," minor_tail",0
"lcl|MZ501087.1_prot_QXV81852.1_25",0,0.07,0.01,0,0.05,0.03,0.31,0,0,0.01,9.51,1,0,3.251975e-06," other",0
"lcl|MZ501087.1_prot_QXV81853.1_26",0,0,0,0,8.76,0,0.01,0,0,0.02,1.2,0.96,0,2.9128405e-06," minor_tail",0
"lcl|MZ501087.1_prot_QXV81854.1_27",2.03,0.61,0.54,0.7,0.3,0.25,0.9,0.21,1.35,0.93,2.18,0.96,0,7.7933655e-05," other",0
"lcl|MZ501087.1_prot_QXV81855.1_28",0,0,0.02,0,0.02,0,9.87,0,0.07,0,0.01,1,1,0.99897265," tail_fiber",1
"lcl|MZ501087.1_prot_QXV81856.1_29",0.03,0.09,0.17,0.17,0.1,0.05,2.89,0.02,5.19,0.03,1.25,0.83,0,0.37983537," other",0
"lcl|MZ501087.1_prot_QXV81857.1_30",0.12,0.2,0.58,0.15,0.75,0.07,5.89,0.18,1.49,0.08,0.49,0.71,1,0.8527908," other",0
"lcl|MZ501087.1_prot_QXV81858.1_31",0,0,0,0.01,0,0.01,0.01,0,0.02,0,9.94,1,0,6.771375e-08," other",0
"lcl|MZ501087.1_prot_QXV81859.1_32",0.02,0.22,0.03,0.08,0.14,0.04,0.19,0.01,0.23,0.02,9.04,1,0,2.6669159e-06," other",0
"lcl|MZ501087.1_prot_QXV81860.1_33",0.06,0.09,0.01,0.01,0.03,0.7,0.18,0.04,0.07,0.05,8.77,1,0,7.481751e-07," other",0
"lcl|MZ501087.1_prot_QXV81861.1_34",0.33,0.33,0.14,0.12,0.2,1.43,0.24,0.13,0.21,2.96,3.92,0.97,0,2.449281e-05," other",0
"lcl|MZ501087.1_prot_QXV81862.1_35",0.13,0.9,0.11,0.21,0.2,0.87,0.33,0.16,0.16,0.21,6.71,0.98,0,0.00019596092," other",0
"lcl|MZ501087.1_prot_QXV81863.1_36",0.06,0.49,0.04,0.26,0.04,0.4,0.2,0.05,0.18,0.26,8.03,0.99,0,1.0480117e-06," other",0
"lcl|MZ501087.1_prot_QXV81864.1_37",0.02,0.08,0.32,0.14,0.55,0.02,7.7,0.27,0.45,0.05,0.4,0.87,1,0.9938088," tail_fiber",1
"lcl|MZ501087.1_prot_QXV81865.1_38",0,0.04,0.02,0.01,0.02,0.04,0.05,0.01,0.03,0.05,9.73,1,0,4.6343578e-07," other",0
"lcl|MZ501087.1_prot_QXV81866.1_39",0,0.13,0,0.01,0.01,0,0,0,0,0.01,9.84,1,0,4.8006226e-05," other",0
"lcl|MZ501087.1_prot_QXV81867.1_40",0.05,0.39,0.11,0.06,0.06,0.3,0.17,0.07,0.31,0.21,8.26,0.99,0,8.540674e-08," other",0
"lcl|MZ501087.1_prot_QXV81868.1_41",0.1,0.21,0.19,0.12,0.13,0.23,0.23,0.13,0.26,0.14,8.28,0.99,0,1.2658931e-05," other",0
"lcl|MZ501087.1_prot_QXV81869.1_42",0.02,0.11,0.01,0,0.08,0.02,0.09,0,0.09,0.01,9.57,1,0,1.6016725e-07," other",0
"lcl|MZ501087.1_prot_QXV81870.1_43",0.09,0.57,0.01,0.22,0.06,0.1,0.1,0.01,0.08,0.76,8,0.99,0,7.416225e-07," other",0
"lcl|MZ501087.1_prot_QXV81871.1_44",0,0.01,0.01,0,0,0.01,0,0,0,0.01,9.96,1,0,2.5166771e-06," other",0
"lcl|MZ501087.1_prot_QXV81872.1_45",0,0.01,0.01,0,0.01,0,0.01,0,0,0,9.96,1,0,1.0395585e-06," other",0
"lcl|MZ501087.1_prot_QXV81873.1_46",0,0.02,0.27,0.12,0.83,0.04,0.02,0,0.07,0.01,8.63,1,0,5.843194e-08," other",0
"lcl|MZ501087.1_prot_QXV81874.1_47",0,0,0,0,0,0,0,0,0,0,10,1,0,3.947826e-07," other",0
"lcl|MZ501087.1_prot_QXV81875.1_48",0.03,0.17,0.03,0.01,0.05,0.01,0.08,0.03,0.02,1.17,8.41,0.99,0,2.6803352e-06," other",0
"lcl|MZ501087.1_prot_QXV81876.1_49",0,0.01,0.02,0.01,0.03,0.1,0.34,0,0.03,0,9.45,1,0,1.9230887e-07," other",0
"lcl|MZ501087.1_prot_QXV81877.1_50",0.03,0.08,0.02,0.02,0.03,0.03,0.07,0.02,0.06,0.08,9.58,1,0,2.6513946e-05," other",0
"lcl|MZ501087.1_prot_QXV81878.1_51",0.04,0.17,0.74,0.66,0.3,0.1,0.12,0.03,0.09,0.07,7.67,0.99,0,1.3767956e-06," other",0
"lcl|MZ501087.1_prot_QXV81879.1_52",1.42,0.42,0.38,0.39,0.14,0.27,0.59,0.44,0.19,0.39,5.38,0.98,0,7.5269665e-05," other",0
"lcl|MZ501087.1_prot_QXV81880.1_53",0.14,1.24,0.15,0.18,0.49,0.31,0.61,0.1,0.23,1.89,4.65,0.98,0,1.3523645e-06," other",0
"lcl|MZ501087.1_prot_QXV81881.1_54",0.44,0.97,0.25,1.08,0.41,0.27,2.49,0.38,0.7,0.38,2.63,0.96,0,8.569835e-06," other",0
"lcl|MZ501087.1_prot_QXV81882.1_55",0,0,0,0,0,0,0.01,0,0,0,9.99,1,0,3.250129e-07," other",0
"lcl|MZ501087.1_prot_QXV81883.1_56",0.39,0.84,0.37,0.58,0.52,1.69,0.62,0.31,0.68,0.27,3.72,0.97,0,1.1664146e-05," other",0
"lcl|MZ501087.1_prot_QXV81884.1_57",0.02,0.22,0.02,0.08,0.02,0.07,0.11,0.02,0.22,0.08,9.13,1,0,2.3696266e-05," other",0
"lcl|MZ501087.1_prot_QXV81885.1_58",0,0.11,0,0,0,0,0.01,0,0,0.01,9.86,1,0,3.1413863e-05," other",0
"lcl|MZ501087.1_prot_QXV81886.1_59",0,0.25,0.35,0,0.08,0.02,0.07,0.01,0,0.26,8.97,1,0,1.905908e-07," other",0
"lcl|MZ501087.1_prot_QXV81887.1_60",0,0,0,0,0,0,0,0,0,0,9.99,1,0,9.019149e-08," other",0
"lcl|MZ501087.1_prot_QXV81888.1_61",0.01,1.53,0.07,0.79,0.03,0.12,0.03,0.01,0.02,1.38,6.01,0.98,0,5.4902794e-06," other",0
"lcl|MZ501087.1_prot_QXV81889.1_62",0.12,0.3,2.43,0.04,0.26,0.07,0.52,0.04,0.45,0.14,5.62,0.98,0,2.6961636e-06," other",0
"lcl|MZ501087.1_prot_QXV81890.1_63",0,0,0,0,0,0,0,0,0,0,9.99,1,0,1.3223992e-07," other",0
"lcl|MZ501087.1_prot_QXV81891.1_64",0.43,0.52,0.31,0.53,0.14,1.75,0.3,0.2,0.2,2.34,3.28,0.97,0,1.2238704e-05," other",0
"lcl|MZ501087.1_prot_QXV81892.1_65",0,0.07,0.01,0,0.02,0.04,0.04,0,0.02,0.04,9.76,1,0,4.078717e-07," other",0
"lcl|MZ501087.1_prot_QXV81893.1_66",0,0.08,0.02,0,0.01,0.01,0.01,0,0,0.18,9.69,1,0,6.6472235e-06," other",0
"lcl|MZ501087.1_prot_QXV81894.1_67",0.13,0.49,0.2,0.06,0.05,0.68,0.15,0.07,0.07,0.11,7.99,0.99,0,4.3729463e-07," other",0
"lcl|MZ501087.1_prot_QXV81895.1_68",0.16,0.48,0.08,0.08,0.21,0.06,0.24,0.03,0.23,0.04,8.41,0.99,0,1.5379841e-05," other",0
"lcl|MZ501087.1_prot_QXV81896.1_69",0,0.01,0,0,0.01,0,0.01,0,0,0,9.97,1,0,5.763257e-06," other",0
"lcl|MZ501087.1_prot_QXV81897.1_70",0.01,0.18,0.01,0.01,0.02,0.03,0.07,0.03,0.04,0.11,9.46,1,0,4.4870743e-05," other",0
"lcl|MZ501087.1_prot_QXV81898.1_71",0.02,0.01,0.07,0,0.01,0.01,0.03,0,0,0.35,9.51,1,0,1.1916948e-06," other",0
"lcl|MZ501087.1_prot_QXV81899.1_72",0.09,0.2,0.15,0.09,0.1,0.13,0.3,0.05,0.24,0.17,8.47,0.99,0,4.253941e-06," other",0
"lcl|MZ501087.1_prot_QXV81900.1_73",0,0.05,0,0,0.15,0.02,0.03,0,0,8.89,0.85,0.96,0,5.963716e-08," other",0
"lcl|MZ501087.1_prot_QXV81901.1_74",0.03,0.9,0.57,0.02,0.03,0.42,0.1,0.03,0.02,0.16,7.73,0.99,0,1.6223087e-08," other",0
"lcl|MZ501087.1_prot_QXV81902.1_75",0,0.02,0,0.01,0,0,0.01,0,0,0.02,9.94,1,0,4.5987662e-07," other",0
"lcl|MZ501087.1_prot_QXV81903.1_76",0,0.03,0.3,0.29,0.45,0.01,0.02,0.01,0,0.04,8.86,1,0,8.1151853e-07," other",0
"lcl|MZ501087.1_prot_QXV81904.1_77",0,0.18,0.24,0,0.01,1.72,0.02,0,0,0.34,7.47,0.99,0,1.7191338e-07," other",0
"lcl|MZ501087.1_prot_QXV81905.1_78",0.02,0.91,0.14,0.07,0.22,1.77,0.12,0.05,0.18,1.02,5.52,0.98,0,3.7855955e-08," other",0
"lcl|MZ501087.1_prot_QXV81906.1_79",0,0,0,0,0,0,0,0,0,0,10,1,0,9.704904e-10," other",0
"lcl|MZ501087.1_prot_QXV81907.1_80",0,0,0,0,0,0,0,0,0,0.08,9.92,1,0,1.6300433e-07," other",0
"lcl|MZ501087.1_prot_QXV81908.1_81",0,0,0,0,0,0,0,0,0,0,10,1,0,9.470436e-07," other",0
"lcl|MZ501087.1_prot_QXV81909.1_82",0.03,0.53,0.01,0.01,0.01,0.04,0.02,0,0.02,0.12,9.19,1,0,8.45296e-06," other",0
"lcl|MZ501087.1_prot_QXV81910.1_83",0,0,0,0,0,0,0,0,0,0,10,1,0,1.5248417e-05," other",0
"lcl|MZ501087.1_prot_QXV81911.1_84",0,0,0,0,0,0,0,0,0,0,10,1,0,1.2864075e-06," other",0
"lcl|MZ501087.1_prot_QXV81912.1_85",0,0,0,0,0,0,0,0,0,0,10,1,0,5.9787357e-09," other",0
"lcl|MZ501087.1_prot_QXV81913.1_86",0.12,0.24,0.3,0.3,0.09,0.06,0.28,0.02,0.25,0.2,8.12,0.99,0,4.0896608e-05," other",0
"lcl|MZ501087.1_prot_QXV81914.1_87",0,0,0,0,0.01,0,0,0,0,0.01,9.97,1,0,1.2949704e-07," other",0
"lcl|MZ501087.1_prot_QXV81915.1_88",0.02,0.17,0.11,0.04,0.06,0.56,0.14,0.01,0.31,0.13,8.47,0.99,0,3.2999053e-06," other",0
"lcl|MZ501087.1_prot_QXV81916.1_89",0,0,0,0,0,0,0,0,0,0.02,9.97,1,0,5.789164e-06," other",0
"lcl|MZ501069.1_prot_QXV79358.1_1",0.06,0.41,0.12,0.12,0.29,0.43,0.3,0.08,0.08,1.8,6.31,0.98,0,1.8170269e-05," other",0
"lcl|MZ501069.1_prot_QXV79359.1_2",0.19,0.34,0.11,0.21,0.17,1.4,0.66,0.07,0.13,0.12,6.58,0.98,0,3.8186718e-06," other",0
"lcl|MZ501069.1_prot_QXV79360.1_3",0.25,0.52,0.35,0.25,0.28,5.92,0.46,0.13,0.3,0.55,1,0.95,0,1.5580657e-05," portal",0
"lcl|MZ501069.1_prot_QXV79361.1_4",0.04,8.46,0.22,0.02,0.07,0.07,0.17,0.04,0.03,0.05,0.84,0.32,0,0.0002563501," minor_capsid",0
"lcl|MZ501069.1_prot_QXV79362.1_5",0.6,1.72,0.69,1.43,0.15,1.39,0.37,0.19,0.32,0.7,2.46,0.96,0,0.00017557389," other",0
"lcl|MZ501069.1_prot_QXV79363.1_6",0.2,0.19,0.25,0.68,0.45,0.43,1.56,0.25,3.46,0.34,2.2,0.71,0,0.10209345," other",0
"lcl|MZ501069.1_prot_QXV79364.1_7",0.19,0.35,0.59,1.02,0.47,0.4,1.96,0.65,0.24,0.43,3.7,0.97,0,0.026114708," other",0
"lcl|MZ501069.1_prot_QXV79365.1_8",3.02,0.67,0.46,0.38,0.3,0.86,0.5,0.3,0.32,0.64,2.53,0.85,0,8.302061e-06," major_capsid",0
"lcl|MZ501069.1_prot_QXV79366.1_9",0,0.08,0.04,0,0.03,0.17,0.03,0.01,0.01,0.03,9.59,1,0,6.1466494e-07," other",0
"lcl|MZ501069.1_prot_QXV79367.1_10",0.04,0.21,0.04,0.05,0.28,1.05,0.1,0.03,0.08,3.71,4.42,0.98,0,9.978111e-05," other",0
"lcl|MZ501069.1_prot_QXV79368.1_11",0.05,0.36,0.15,0.24,0.09,1.98,1.18,0.07,0.11,0.18,5.59,0.98,0,0.0003950992," other",0
"lcl|MZ501069.1_prot_QXV79369.1_12",0.03,0.42,0.03,0.05,0.04,0.28,0.1,0.03,0.12,0.54,8.36,0.99,0,0.0022232388," other",0
"lcl|MZ501069.1_prot_QXV79370.1_13",0.05,0.29,0.15,0.02,0.13,0.36,0.09,0.03,0.13,2.19,6.56,0.98,0,3.9545106e-05," other",0
"lcl|MZ501069.1_prot_QXV79371.1_14",0.11,0.1,0.06,8.98,0.12,0.03,0.11,0.07,0.06,0.12,0.25,0.98,0,0.15947482," major_tail",0
"lcl|MZ501069.1_prot_QXV79372.1_15",0.02,0.09,0.07,0.03,0.12,0.13,0.08,0.06,0.28,0.1,9.02,1,0,2.3179084e-06," other",0
"lcl|MZ501069.1_prot_QXV79373.1_16",0,0.01,0,0,0,0.02,0,0,0,0.01,9.96,1,0,3.083035e-07," other",0
"lcl|MZ501069.1_prot_QXV79374.1_17",0.74,5.05,0.12,0.09,0.21,1.77,0.3,0.06,0.07,0.14,1.46,0.16,0,0.00010590617," other",0
"lcl|MZ501069.1_prot_QXV79375.1_18",0.08,0,0.01,0.01,9.08,0.01,0.07,0.03,0.01,0,0.69,0.98,0,1.5656726e-05," minor_tail",0
"lcl|MZ501069.1_prot_QXV79376.1_19",0,0.01,0,0.01,9.86,0,0.01,0.01,0.01,0.01,0.07,0.99,0,0.003608294," minor_tail",0
"lcl|MZ501069.1_prot_QXV79377.1_20",0,0.17,0,0,3.78,0.03,0.15,0,0.01,0.08,5.78,0.98,0,0.00011247205," minor_tail",0
"lcl|MZ501069.1_prot_QXV79378.1_21",0.93,0.8,0.31,0.7,0.28,0.37,0.85,0.18,0.9,0.62,4.05,0.97,0,0.00014969973," other",0
"lcl|MZ501069.1_prot_QXV79379.1_22",0.01,0.02,0.28,0,0.12,0.01,9.46,0,0.06,0.01,0.03,0.97,1,0.99591994," tail_fiber",1
"lcl|MZ501069.1_prot_QXV79380.1_23",0.22,0.59,0.65,0.42,0.35,0.7,2.02,0.21,0.51,0.19,4.14,0.97,1,0.99432075," other",0
"lcl|MZ501069.1_prot_QXV79381.1_24",0.04,0.4,0.28,2.13,1.03,0.17,0.39,0.02,0.35,0.4,4.81,0.98,0,0.016448222," other",0
"lcl|MZ501069.1_prot_QXV79382.1_25",0.22,0.06,0.13,0.19,0.12,0.03,0.33,0.03,0.05,0.57,8.26,0.99,0,4.8815616e-07," other",0
"lcl|MZ501069.1_prot_QXV79383.1_26",0.27,0.35,0.21,0.09,0.09,0.64,0.23,0.1,0.4,0.31,7.32,0.99,0,4.886892e-05," other",0
"lcl|MZ501069.1_prot_QXV79384.1_27",0.02,0.06,0,0,0,0.04,0.03,0.01,0.04,0.72,9.09,1,0,4.11195e-07," other",0
"lcl|MZ501069.1_prot_QXV79385.1_28",0.19,0.43,0.29,0.11,0.71,2.5,0.36,0.17,0.14,0.59,4.51,0.98,0,2.0658204e-05," other",0
"lcl|MZ501069.1_prot_QXV79386.1_29",0.08,0.34,0.06,0.22,0.32,0.08,0.26,0.01,0.06,2.23,6.36,0.98,0,6.7190183e-07," other",0
"lcl|MZ501069.1_prot_QXV79387.1_30",0.19,0.21,0.11,0.12,0.39,0.39,7.51,0.07,0.49,0.1,0.42,0.86,1,0.995606," tail_fiber",1
"lcl|MZ501069.1_prot_QXV79388.1_31",0,0.01,0,0,0,0,0.01,0,0,0,9.97,1,0,2.857439e-07," other",0
"lcl|MZ501069.1_prot_QXV79389.1_32",0.06,0.19,0.04,0.02,0.08,0.11,0.1,0.03,0.09,0.2,9.08,1,0,7.9743296e-07," other",0
"lcl|MZ501069.1_prot_QXV79390.1_33",0.09,0.83,0.16,0.13,0.13,0.44,0.35,0.08,0.29,0.48,7.02,0.99,0,3.6679955e-06," other",0
"lcl|MZ501069.1_prot_QXV79391.1_34",0.15,0.49,0.11,0.08,0.27,0.13,0.47,0.1,0.29,0.13,7.79,0.99,0,7.0054156e-08," other",0
"lcl|MZ501069.1_prot_QXV79392.1_35",0.07,0.14,0.02,0.13,0.29,0.21,0.1,0.02,0.1,0.03,8.88,1,0,5.309389e-06," other",0
"lcl|MZ501069.1_prot_QXV79393.1_36",0,0,0,0,0.01,0.01,0,0,0,0,9.98,1,0,1.3101963e-07," other",0
"lcl|MZ501069.1_prot_QXV79394.1_37",0,0.73,0,0.03,0.03,1.2,0.03,0,0.02,0,7.95,0.99,0,1.1816657e-06," other",0
"lcl|MZ501069.1_prot_QXV79395.1_38",0.01,0.15,0.01,0.01,0.08,0.19,0.06,0.01,0.05,0.06,9.37,1,0,1.1663739e-06," other",0
"lcl|MZ501069.1_prot_QXV79396.1_39",0.03,0.21,0.06,0.02,0.07,0.05,0.14,0.05,0.05,0.18,9.13,1,0,1.7518672e-05," other",0
"lcl|MZ501069.1_prot_QXV79397.1_40",0.46,0.47,0.24,0.12,0.16,0.2,0.64,0.4,0.31,1.63,5.38,0.98,0,3.5248277e-06," other",0
"lcl|MZ501069.1_prot_QXV79398.1_41",0.01,0.27,0.01,0.03,0.03,0.03,0.06,0.01,0.01,0.04,9.5,1,0,3.1093498e-07," other",0
"lcl|MZ501069.1_prot_QXV79399.1_42",0.1,0.32,0.12,0.21,0.13,0.09,0.46,0.16,0.21,0.2,8.02,0.99,0,1.236156e-07," other",0
"lcl|MZ501069.1_prot_QXV79400.1_43",0.02,0.35,0,0.03,0.01,0.09,0.83,0.01,0.05,0.04,8.57,1,0,4.6780875e-07," other",0
"lcl|MZ501069.1_prot_QXV79401.1_44",0,0.03,0.02,0.01,0,0,0.02,0,0.01,0.02,9.88,1,0,2.1990413e-06," other",0
"lcl|MZ501069.1_prot_QXV79402.1_45",0,0,0,0,0,0,0,0,0,0,9.99,1,0,3.162217e-08," other",0
"lcl|MZ501069.1_prot_QXV79403.1_46",0.7,1.07,0.49,0.4,0.3,0.88,0.76,0.35,0.45,0.27,4.32,0.97,0,1.8919176e-05," other",0
"lcl|MZ501069.1_prot_QXV79404.1_47",0.06,0.08,0.04,0.03,0.05,1.69,0.51,0.03,0.69,0.31,6.51,0.98,0,4.1925986e-08," other",0
"lcl|MZ501069.1_prot_QXV79405.1_48",0,0,0,0,0,0,0,0,0,0,9.99,1,0,0.00013369879," other",0
"lcl|MZ501069.1_prot_QXV79406.1_49",0.01,0.04,0.03,0.01,0.06,0.05,0.1,0.01,0.03,0.07,9.61,1,0,9.017185e-07," other",0
"lcl|MZ501069.1_prot_QXV79407.1_50",0,0,0,0,0,0,0,0,0,0,9.99,1,0,1.2146971e-06," other",0
"lcl|MZ501069.1_prot_QXV79408.1_51",0.07,0.1,0.02,0.03,0.08,0.01,0.07,0.02,0.04,0.23,9.33,1,0,3.093416e-08," other",0
"lcl|MZ501069.1_prot_QXV79409.1_52",0,0.41,0.01,0,0.06,0.01,0.06,0,0.01,0.07,9.37,1,0,1.0899987e-06," other",0
"lcl|MZ501069.1_prot_QXV79410.1_53",0,0,0,0,0,0,0,0,0.01,0,9.99,1,0,1.8771465e-05," other",0
"lcl|MZ501069.1_prot_QXV79411.1_54",0,0.01,0,0,0,0.01,0.02,0,0,0.08,9.87,1,0,1.2278745e-06," other",0
"lcl|MZ501069.1_prot_QXV79412.1_55",0.1,0.16,0.02,0.01,0.06,0.06,0.08,0.03,0.06,0.43,9.01,1,0,0.00011249286," other",0
"lcl|MZ501069.1_prot_QXV79413.1_56",0,0.04,0,0.05,0.01,0.12,0.05,0,0.01,0.05,9.68,1,0,1.8040507e-07," other",0
"lcl|MZ501069.1_prot_QXV79414.1_57",0.08,0.23,0.05,0.02,0.04,0.48,0.1,0.03,0.35,3.36,5.25,0.98,0,5.6424747e-06," other",0
"lcl|MZ501069.1_prot_QXV79415.1_58",0.07,0.41,0.09,0.06,0.31,0.09,0.21,0.04,0.35,0.2,8.17,0.99,0,6.8630163e-07," other",0
"lcl|MZ501069.1_prot_QXV79416.1_59",0.06,0.59,0.05,0.08,0.29,0.07,0.26,0.1,0.08,0.07,8.36,0.99,0,8.704751e-05," other",0
"lcl|MZ501069.1_prot_QXV79417.1_60",0.01,0.07,0.03,0.01,0.01,0.03,0.1,0.01,0.05,0.06,9.62,1,0,6.22265e-06," other",0
"lcl|MZ501069.1_prot_QXV79418.1_61",0.02,0.06,0.05,0,0.01,0.09,0.02,0.02,0.2,0.59,8.94,1,0,3.0022218e-05," other",0
"lcl|MZ501069.1_prot_QXV79419.1_62",0,0.01,0,0.01,0.01,0,0,0,0,0,9.97,1,0,1.392273e-06," other",0
"lcl|MZ501069.1_prot_QXV79420.1_63",0,0.06,0.04,0.01,0.02,0.02,0.07,0.01,0.02,0.08,9.66,1,0,4.2971533e-06," other",0
"lcl|MZ501069.1_prot_QXV79421.1_64",0,0.01,0,0,0,0,0.02,0,0.03,0.03,9.9,1,0,1.0897153e-05," other",0
"lcl|MZ501069.1_prot_QXV79422.1_65",0,0.04,0,0.02,0,0.01,0.02,0.01,0.01,0.03,9.86,1,0,2.9051863e-08," other",0
"lcl|MZ501069.1_prot_QXV79423.1_66",0,0.01,0,0.01,0,0.04,0.01,0,0.04,0.09,9.79,1,0,3.330822e-10," other",0
"lcl|MZ501069.1_prot_QXV79424.1_67",0.03,0.24,0.2,0.1,0.18,0.18,0.33,0.08,0.11,0.4,8.14,0.99,0,0.012994607," other",0
"lcl|MZ501069.1_prot_QXV79425.1_68",0,0,0,0,0,0.01,0.01,0,0,0.01,9.97,1,0,8.060391e-06," other",0
"lcl|MZ501069.1_prot_QXV79426.1_69",0,0,0,0,0,0,0,0,0,0,9.99,1,0,1.1181642e-05," other",0
"lcl|MZ501069.1_prot_QXV79427.1_70",0,0.14,0,0,0.02,0.02,0.01,0,0.02,0.01,9.77,1,0,2.2537677e-06," other",0
"lcl|MZ501069.1_prot_QXV79428.1_71",0.04,1.52,0.04,0.08,0.1,0.09,0.13,0.07,0.03,0.21,7.69,0.99,0,0.0009946498," other",0
"lcl|MZ501069.1_prot_QXV79429.1_72",0.05,0.43,0.16,0.07,0.2,0.67,0.46,0.15,0.28,0.38,7.15,0.99,0,4.1348703e-06," other",0
"lcl|MZ501069.1_prot_QXV79430.1_73",0,0,0,0,0,0,0,0,0,0,10,1,0,0.0010275005," other",0
"lcl|MZ501069.1_prot_QXV79431.1_74",0.05,0.29,0.12,0.35,0.11,0.2,0.58,0.08,0.06,0.21,7.94,0.99,0,6.7811e-07," other",0
"lcl|MZ501069.1_prot_QXV79432.1_75",0,0,0,0,0,0,0,0,0,0,10,1,0,2.3440938e-10," other",0
"lcl|MZ501069.1_prot_QXV79433.1_76",0,0.01,0,0,0.01,0.01,0,0,0,0,9.96,1,0,3.0702388e-08," other",0
"lcl|MZ501069.1_prot_QXV79434.1_77",0.01,0.66,0.01,0.01,0.03,0.04,0.12,0.01,0.03,0.21,8.88,1,0,3.8835442e-05," other",0
"lcl|MZ501069.1_prot_QXV79435.1_78",0,0.01,0,0,0.01,0,0.01,0,0,0,9.97,1,0,2.543268e-06," other",0
"lcl|MZ501069.1_prot_QXV79436.1_79",0.08,0.41,0.08,0.24,0.09,0.24,0.15,0.08,0.34,0.29,7.99,0.99,0,3.9926317e-06," other",0
"lcl|MZ501069.1_prot_QXV79437.1_80",0,0,0,0,0.02,0,0.01,0,0,0.04,9.93,1,0,2.6262978e-07," other",0
"lcl|MZ501069.1_prot_QXV79438.1_81",0,0,0,0,0,0,0,0,0,0,10,1,0,1.1146619e-07," other",0
"lcl|MZ501069.1_prot_QXV79439.1_82",0,0.01,0.04,0.01,0.01,0.01,0.01,2.05,0,0.02,7.83,0.99,0,1.3146349e-06," other",0
"lcl|MZ501069.1_prot_QXV79440.1_83",0,0.01,0,0,0,0,0,0,0.01,0.49,9.48,1,0,1.8513521e-05," other",0
"lcl|MZ501069.1_prot_QXV79441.1_84",0,0.12,0.17,0.05,0.04,0,0.87,0,0.18,0,8.57,1,0,1.8493225e-06," other",0
